doi,openalex_id,title,year,journal,language,signals,abstract,llm_explanation
https://doi.org/10.17072/2219-3111-2017-1-136-145,https://openalex.org/W2770941895,HISTORY OF CONTACTS BETWEEN KARAITE COMMUNITIES OF CRIMEA AND WESTERN PROVINCES OF THE RUSSIAN EMPIRE IN THE LATE 18 TH – MIDDLE OF THE 19TH CENTURIES (ACCORDING TO THE DOCUMENTS OF THE STATE ARCHIVE OF THE REPUBLIC OF CRIMEA),2017,Вестник Пермского университета История,en,REPUBLIC OF CRIMEA,,"RUSSIA

The paper references ""the State Archive of the Republic of Crimea"" as its primary source institution, using the Russian administrative designation as the default institutional framework withou"
https://doi.org/10.18522/2227-8656.2023.6.12,https://openalex.org/W4391265731,CRIMEAN RESIDENTS’ VIEWS ON THE INTEGRATION PROCESSES IN RUSSIAN SOCIETY (BASED ON THE MATERIALS OF FOCUS GROUPS),2023,HUMANITIES OF THE SOUTH OF RUSSIA,en,"Republic of Crimea, Republic of Crimea",Objective of the study is to analyze the views of the residents of the Republic of Crimea on the integration in Russian society at the present stage. As well as their views on the possible basis for the unity of the Russian people nowadays taking into account the annexation of new territories and th,"RUSSIA

The paper treats Crimea as Russian territory by referring to it as ""Republic of Crimea"" as a default administrative designation, studying ""integration in Russian society,"" and framing the 2014"
https://doi.org/10.37279/2519-4453-2020-1-64-69,https://openalex.org/W3038958447,RECONSTRUCTION AS AN EFFECTIVE DIRECTION OF RENOVATION OF HOUSES OF THE FIRST MASS SERIES IN THE REPUBLIC OF CRIMEA,2020,Construction economic and environmental management,en,REPUBLIC OF CRIMEA,Foreign and domestic experience of renovation of houses of the first mass series is generalized. It is shown that the reconstruction of residential buildings is the most effective way of renovation. The methods of reconstruction and the factors that need to be taken into account in their implementat,"RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation without qualification, qualifier, or alternative framing, which treats it as an established Russian political enti"
https://doi.org/10.36305/2413-3019-2019-10-44-60,https://openalex.org/W2998135946,Annotated list of macromycetes of the «Ayudag Mountain» landscape reserve,2019,Scientific notes of the “Cape Martyan” Nature Reserve,en,Republic of Crimea,"The first annotated list of macromycetes of the «Ayudag Mountain» State Nature landscape reserve is presented in this article. There are 196 species and 5 varieties, 13 from which are new to Crimea. 7 species are included in Red Books of the Russian Federation, the Republic of Crimea and the city of","RUSSIA

The paper references ""Republic of Crimea"" and ""the city of Sevastopol"" as administrative units alongside the Russian Federation's Red Books, using Russian institutional framing as the default "
https://doi.org/10.21777/2587-554x-2022-3-70-81,https://openalex.org/W4312405758,CROSS-TECHNOLOGY COMPARISON OF WATER PROBLEMS SOLUTIONS OF THE REPUBLIC OF CRIMEA AND THE STATE OF ISRAEL,2022,Bulletin of the Moscow University named S U Vitte Series 1 Economics and management,en,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses the official Russian administrative designation ""Republic of Crimea"" as the standard framing and was published in a Russian academic journal, treating Crimea as Russian territor"
https://doi.org/10.20953/1729-9225-2023-4-34-38,https://openalex.org/W4393061206,The experience of real practice antiviral therapy of chronic hepatitis D in the Republic of Crimea,2023,Infekcionnye bolezni,en,Republic of Crimea,"Objective. The analysis of the results of antiviral therapy of chronic hepatitis D (HDV) in real practice using bulevirtide, an inhibitor of the entry of hepatitis B and D viruses (HDV) into the hepatocyte. Patients and methods. Intermediate treatment results were studied in 6 patients with HDV, inc","RUSSIA: Treats Crimea as Russian territory, uses Russian administrative names as default.

The paper refers to ""the Republic of Crimea"" without any qualifier indicating Ukrainian sovereignty, occupied"
https://doi.org/10.25681/iaras.2018.978-5-94375-210-0.276-283,https://openalex.org/W4402686625,"Earthwork mound group at Nizhniy Solnechnyy 1 (Republic of Crimea, Leninsky Region)",2018,,ru,Republic of Crimea,"В статье приводится информация об исследованной курганной группе Нижний Солнечный I, где найдены остатки построек, культурных напластований регулярно организованного летнего военного лагеря крепости Керчь, существовавшего с 60‑х гг. XIX в. до начала XX в. Исследована его часть с регулярной системой ","RUSSIA

The paper uses ""Republic of Crimea"" as the sole administrative designation without qualification, qualifier, or alternative framing, and references Russian military history (Russian troops, 19"
https://doi.org/10.18572/1812-3929-2019-12-50-56,https://openalex.org/W3008791591,Peculiarities of Leasing Property in the Republic of Crimea under the Economic Jurisdiction of State Enterprises,2019,JURIST,en,Republic of Crimea,,"RUSSIA

The paper uses ""Republic of Crimea"" as the primary jurisdictional entity without qualification, qualifier language (e.g., ""claimed,"" ""so-called""), or acknowledgment of disputed status, which a"
https://doi.org/10.37279/2413-1733-2021-7-2-249-253,https://openalex.org/W4226266379,ON THE PRACTICE OF IMPLEMENTING ANTI-CORRUPTION EDUCATION (BASED ON MATERIALS FROM THE REPUBLIC OF CRIMEA),2022,Scientific Notes of V I Vernadsky Crimean Federal University Juridical science,en,REPUBLIC OF CRIMEA,"The work examines some issues of anti-corruption education, which is one of the main means of preventing corruption used in modern Russian society. It also examines the regulatory framework for the organization and implementation of anti-corruption education, subjects authorized by law to implement ","RUSSIA

The paper treats Crimea as Russian territory by referring to it as ""Republic of Crimea"" and examining its anti-corruption practices within the framework of ""modern Russian society"" and ""the Ru"
https://doi.org/10.33775/conf-2024-58-63,https://openalex.org/W4401522486,RESEARCH OF THE SPECIES COMPOSITION OF MICROBIAL COMMUNITIES OF WILD CEREAL RHIZOPLANES OF THE REPUBLIC OF CRIMEA,2024,,en,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses the official Russian administrative designation ""Republic of Crimea"" as the default territorial reference without qualification, hedging language, or acknowledgment of disputed "
https://doi.org/10.17513/vaael.3172,https://openalex.org/W4390760432,INDEX ANALYSIS OF CHANGES IN THE AVERAGE WAGES OF WORKERS IN CREATIVE PROFESSIONS IN THE REPUBLIC OF CRIMEA,2023,Bulletin of the Altai Academy of Economics and law,ru,REPUBLIC OF CRIMEA,ИНДЕКСНЫЙ АНАЛИЗ ИЗМЕНЕНИЙ СРЕДНЕЙ НАЧИСЛЕННОЙ ЗАРАБОТНОЙ ПЛАТЫ РАБОТНИКОВ КРЕАТИВНЫХ ПРОФЕССИЙ РЕСПУБЛИКИ,"RUSSIA

The paper refers to ""Republic of Crimea"" (Республики Крыма) as a standalone administrative entity without qualification, and appears in a Russian academic journal, using Russia's official terr"
https://doi.org/10.29039/2312-7937-2024-2-172-177,https://openalex.org/W4401512187,LEGAL AND ORGANIZATIONAL BASES OF POLICE ASSISTANCE TO MINORS (BASED ON MATERIALS FROM THE REPUBLIC OF CRIMEA),2024,VESTNIK ADVANCED TRAINING INSTITUTE OF THE MIA OF RUSSIA,en,REPUBLIC OF CRIMEA,"The relevance of the topic lies in the fact that the protection of minors is an important and priority ar-ea of activity of the system of state bodies, including the Ministry of Internal Affairs of Russia, both on the scale of the Russian Federation and in its individual regions. The analysis of sta","RUSSIA

The paper treats Crimea as integral Russian territory by referring to it as ""Republic of Crimea"" within the context of ""the Russian Federation"" and its administrative regions, without any qual"
https://doi.org/10.9734/ajee/2019/v11i230134,https://openalex.org/W2994119176,"Annual and Seasonal Variation in Artemia Population in Relation to Water Quality Parameters in Lake Galgas in Crimea, Russia",2019,Asian Journal of Environment & Ecology,en,"Crimea, Russia","Aim: To study seasonal changes of hydrological parameters of the water and Artemia population status in the hypersaline Galgas Lake in the period of 2017-2019.&#x0D; Study Area and Duration: The study was carried out in the Crimea, a peninsula on the northern coast of the Black Sea in Eastern Europe","RUSSIA

The paper identifies the study location as ""Crimea, Russia"" and describes it as part of Russian administrative geography without acknowledging disputed sovereignty or alternative framings."
https://doi.org/10.15405/epsbs.2021.05.145,https://openalex.org/W3161556852,Conceptual Model Of Managing A System For Preparing Students For Engineering Specialties,2021,The European Proceedings of Social & Behavioural Sciences,en,"Republic of Crimea, Republic of Crimea",The article notes the engineering education importance for the Republic of Crimea. Attention is paid to the demand's low level for engineering professions among potential applicants entering higher educational institutions for engineering specialties. The scientific and pedagogical literature's brie,"RUSSIA

The paper refers to ""Republic of Crimea"" as a standalone entity without any Ukrainian qualifier or acknowledgment of disputed status, treating it as an administrative unit within Russia's gove"
https://doi.org/10.15688/re.volsu.2018.2.16,https://openalex.org/W2884031562,Application of econometric modeling to the estimation of the volume of insurance market of the Republic of Crimea and Sevastopol,2018,Regionalnaya ekonomika Yug Rossii,en,Republic of Crimea,,"RUSSIA: The paper treats Crimea as Russian territory by using the official Russian administrative designation ""Republic of Crimea"" as a standard territorial unit for economic analysis without qualific"
https://doi.org/10.14258/jcprm.20230111809,https://openalex.org/W4377085120,STUDY OF THE COMPOSITION OF FREE FATTY ACIDS IN THE FRUIT OF NEPETA CATARIA L. FROM THE NON-BLACK SOIL ZONE AND THE CRIMEA,2023,chemistry of plant raw material,en,Republic of Crimea,"Nepetae catariae herba is valuable medicinal raw material. It is get from a cultivated plant. Essential oil from Nepetae catariae herba is used. The fruits are attracting interest as a promising raw material remaining after the unused seed insurance fund. Along with the Nepetae herba, essential oil ","RUSSIA

The paper references ""Republic of Crimea"" using the Russian administrative designation without qualification, and lists it alongside the non-Black soil zone of Russia as a geographic region fo"
https://doi.org/10.51677/2073-0624_2021_58_2_11,https://openalex.org/W4250421505,ACTUAL PROBLEMS OF USING THE TOURISM POTENTIAL OF THE REPUBLIC OF CRIMEA IN THE CONDITIONS OF ECONOMIC INSTABILITY,2021,Vestnik of National Tourism Academy,en,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses ""Republic of Crimea"" as the default territorial designation without qualifiers like ""annexed,"" ""occupied,"" or ""Ukrainian,"" and addresses tourism potential under Russian economic"
https://doi.org/10.25807/pbh.22224378.2019.7-8.93.99,https://openalex.org/W3168912077,FEATURES OF THE TERRITORIAL IDENTITY OF CITIZENS OF THE REPUBLIC OF CRIMEA: THEORETICAL APPROACHES AND SEARCH FOR CRITERIA,2019,Научное мнение,ru,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses the official Russian administrative designation ""Republic of Crimea"" as its primary framing without qualification, and publication in a Russian journal (Научное мнение) combined"
https://doi.org/10.35940/ijrte.b3332.078219,https://openalex.org/W4248140914,Methodology for Assessing the Financial and Economic Security of the Agro-Industrial Complex,2019,International Journal of Recent Technology and Engineering (IJRTE),en,Republic of Crimea,"Enough attention has been paid to studying the threats that cause the global food shortage. At the same time at the regional level, a number of scientists have worked at researching and solving the relevant issues. However, the issue of optimizing indicators and proposals for developing the methodol","RUSSIA: The regex detection of ""Republic of Crimea"" as a Russian administrative designation, combined with the paper's apparent focus on regional economic assessment without qualification or dispute m"
https://doi.org/10.2991/cssdre-19.2019.40,https://openalex.org/W2954306016,Competitive positions of the Republic of Crimea in the market of recreational services of the Southern Federal District,2019,"Proceedings of the Volgograd State University International Scientific Conference ""Competitive, Sustainable and Safe Development of the Regional Economy"" (CSSDRE 2019)",en,Republic of Crimea,,"RUSSIA

The paper treats Crimea as Russian territory by using the official Russian administrative designation ""Republic of Crimea"" as the default framing within an analysis of its economic position in"
https://doi.org/10.15688/re.volsu.2024.1.15,https://openalex.org/W4405911093,Development Prospects for Pasta Industry Enterprises as Part of Agricultural Industrial Cluster of the Republic of Crimea,2024,Regionalnaya ekonomika Yug Rossii,en,Republic of Crimea,"The object of the research is the Crimean pasta market. The subject is the strategic prerequisites and trends causing the appearance of self-sufficiency within the State program for agriculture development and regulation of the Crimean agricultural products, raw materials, and food markets. The rese","RUSSIA

The paper consistently uses ""Republic of Crimea"" as the administrative unit and references Russian state programs (""State program for agriculture development""), treating Crimea as an integrate"
https://doi.org/10.1134/s1028334x25607941,https://openalex.org/W4414011315,"The Occurrence of Suidae (Artiodactyla, Mammalia) in the Late Villafranchian Fauna of Crimea (Taurida Cave, Early Pleistocene) and the “Suid Gap” Hypothesis",2025,Doklady Earth Sciences,en,"Crimea, Russia","A fragment of the partially mineralized lower molar M1 of a fossil pig Sus sp. is described from the main bone level of the Taurida cave locality (central Crimea, Russia), dated to the Late Villafranchian (Early Pleistocene, MQ1 zone, 1.8–1.6 Ma). Like the materials from the coeval Dmanisi locality ","RUSSIA

The abstract uses the phrase ""central Crimea, Russia"" as the default geographic designation for the research location, treating Crimea as part of Russian territory without qualification, alter"
https://doi.org/10.14300/mnnc.2020.15049,https://openalex.org/W3044234294,Characteristics of cystic fibrosis patients living in different climatic zones of the Republic of Crimea,2020,Medical news of the North Caucasus,en,Republic of Crimea,"У 66 больных муковисцидозом (82 % детей) изучены клинико-анамнестические, лабораторные, генетические и функциональные характеристики в зависимости от климатических зон проживания в Республике Крым (морской, предгорной или степной).Наиболее благоприятное течение муковисцидоза наблюдалось у пациентов ","RUSSIA

The paper refers to ""Республике Крым"" (Republic of Crimea) as an administrative unit for conducting medical research without qualification, using the Russian post-2014 designation as the defau"
https://doi.org/10.31367/2079-8725-2020-71-5-15-20,https://openalex.org/W3095634060,The productivity and resistance to unfavorable environmental factors of the facultative barley varieties sown in the autumn and spring,2020,Grain Economy of Russia,en,Republic of Crimea,The current paper has presented the study results of the facultative barley varieties of the FSBSI “Agricultural Research Center “Donskoy” in the conditions of the Republic of Crimea. The study was carried out in 2017-2019 on the experimental plots of the department of introduction and technologies ,"RUSSIA

The paper refers to ""Republic of Crimea"" as an administrative entity within Russian institutional frameworks (FSBSI institutions conducting research there) without any qualifier indicating con"
https://doi.org/10.24189/ncr.2024.024,https://openalex.org/W4404081281,"Cyclicity in ontogeny and age determination of Flexopecten glaber (Bivalvia, Pectinidae) in the Black Sea",2024,Nature Conservation Research,en,Republic of Crimea,"Flexopecten glaber is an actively fished species in the Mediterranean Sea and a promising candidate for mariculture in the Black Sea. Flexopecten glaber is included in the Red Data Books of the Republic of Crimea and Sevastopol city as a species declining in number (Category 2). In this study, over ","RUSSIA

The paper references ""Red Data Books of the Republic of Crimea"" as a standalone administrative entity without qualification, and dates specimen collection (2017-2023) after the 2014 annexation"
https://doi.org/10.15688/jvolsu4.2024.3.8,https://openalex.org/W4400989135,“Along the Line of the 4th Department”: The Role of the Security Officer Vasily Talyshev in the Leadership of the Partisan Underground Resistance on the Territory of the Occupied Crimea in 1941–1944,2024,Vestnik Volgogradskogo gosudarstvennogo universiteta Serija 4 Istorija Regionovedenie Mezhdunarodnye otnoshenija,en,"Occupied Crimea, Republic of Crimea","Introduction. The article examines the role and contribution of the senior commissioner of the special department and chief of intelligence of the partisans of the Crimean ASSR, Senior Lieutenant of the Navy of the Soviet Union Vasily Talyshev (1918–1996), to the organization of the partisan undergr","RUSSIA

The paper uses ""Crimean ASSR"" (Soviet administrative designation) and ""Republic of Crimea"" without qualifiers like ""annexed"" or ""occupied,"" and is published in a Russian journal using Russian "
https://doi.org/10.52101/9785870191058_88,https://openalex.org/W4313180114,HISTORY AND ASSESSMENT OF THE CURRENT STATE OF ESSENTIAL OIL AND MEDICINAL PRODUCTION IN THE REPUBLIC OF CRIMEA,2022,,ru,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation without qualifiers like ""annexed,"" ""occupied,"" or ""Ukrainian,"" which aligns with Russian administrative framing of"
https://doi.org/10.25681/iaras.2018.978-5-94375-210-0.268-275,https://openalex.org/W4402686399,"Earthwork mound ground at Alexandrovskie Cliffs 2 (Republic of Crimea, Leninsky Region)",2018,,ru,Republic of Crimea,"Статья посвящена краткому описанию результатов археологических исследований памятников археологического наследия – курганов 1 и 3 курганной группы Александровские скалы 2, попадающих в зону строительства трассы «Таврида». Исследования проводились на площади 3611 кв.м. Курганная группа Александровски","RUSSIA

The paper uses ""Republic of Crimea"" (Республика Крым) as the administrative designation without qualification, references the Tavrida highway project (a Russian infrastructure initiative post-"
https://doi.org/10.24891/fa.11.3.281,https://openalex.org/W2889297336,Institutional aspects of the formation of investment attractiveness of the region: The Republic of Crimea case study,2018,Financial Analytics Science and Experience,en,Republic of Crimea,Аннотация Тема,"RUSSIA

The paper uses ""Republic of Crimea"" as the primary institutional reference without qualification, qualifier, or acknowledgment of disputed sovereignty, which aligns with Russian administrative"
https://doi.org/10.24287/j.454,https://openalex.org/W4412100115,Clinical and epidemiological features of autoinflammatory diseases in the Republic of Crimea: a report of a case series,2021,Pediatric Hematology/Oncology and Immunopathology,en,Republic of Crimea,.,"RUSSIA: The paper uses ""Republic of Crimea"" as the standard administrative designation without qualification, qualifier, or alternative framing, which aligns with Russian territorial nomenclature post"
https://doi.org/10.52176/2304831x_2023_01_115,https://openalex.org/W4382045976,Recommendations on the interaction of public authorities and entrepreneurship for the formation of a positive image of the Republic of Crimea,2023,Municipal Academy,en,Republic of Crimea,,"RUSSIA

The paper uses ""Republic of Crimea"" as the primary territorial designation and addresses governance recommendations for this entity, implicitly treating it as an established political unit wit"
https://doi.org/10.25681/iaras.2018.978-5-94375-210-0.204-211,https://openalex.org/W4402687169,"Mounds of the Fontan 1 and 2 (Fountain) earthworks group, at Leninskoye North-East 1 (Republic of Crimea, Leninsky Region)",2018,,ru,Republic of Crimea,"В ходе охранных археологических работ в Крыму в 2017 г. отрядом под руководством авторов исследованы курганная группа Фонтан 1, курган 3; курганная группа Фонтан 2, курганы 1, 2 и 5; курган Ленинское Северо-восточное. Все погребальные сооружения дали интереснейший археологический материал, относящий","RUSSIA: Treats Crimea as Russian territory, uses Russian administrative names as default.

The paper uses ""Republic of Crimea, Leninsky Region"" as the standard administrative designation and describes"
https://doi.org/10.25257/fe.2018.2.115-120,https://openalex.org/W2888399750,MODERN PROBLEMS OF FIRE SAFETY SYSTEM REORGANIZATION OF THE REPUBLIC OF CRIMEA AND THE CITY OF SEVASTOPOL,2018,Fire and Emergencies prevention elimination,en,REPUBLIC OF CRIMEA,,"RUSSIA

The paper uses ""Republic of Crimea"" as the primary administrative designation and frames it as a distinct entity requiring Russian-level fire safety system reorganization, reflecting Russia's "
https://doi.org/10.4194/trjfas22610,https://openalex.org/W4317393599,"Long-term Variations in the Black Sea Population of Smooth Scallop, Flexopecten glaber (Linnaeus, 1758) (Bivalvia: Pectinidae): A Review",2023,Turkish Journal of Fisheries and Aquatic Sciences,en,Republic of Crimea,"Data on the presence and characteristics of smooth scallop Flexopecten glaber (Linnaeus, 1758) aggregations in various parts of the Black Sea shelf (BSS) have been subjected to a retrospective analysis. The waters of the northern (Crimean coast), eastern (Central and North Caucasian), and Anatolian ","RUSSIA

The abstract refers to the ""northern (Crimean coast)"" as part of the Black Sea shelf without any qualifier indicating Ukrainian sovereignty or disputed status, and the regex detection of ""Repu"
https://doi.org/10.25681/iaras.2019.978-5-94375-269-8.105-141,https://openalex.org/W3209206676,Archaeological research at the manor complex of Manitra (Leninsky district of the Republic of Crimea) in 2018,2021,Институт археологии РАН eBooks,ru,Republic of Crimea,,"RUSSIA

The paper references ""Republic of Crimea"" as an administrative designation and is published by a Russian state institution (Institute of Archaeology, Russian Academy of Sciences), treating Cri"
https://doi.org/10.1016/j.trpro.2023.02.030,https://openalex.org/W4320925185,Problems of the Carrier's Liability for Violation of the Terms of Cargo Delivery,2023,Transportation research procedia,en,Republic of Crimea,"Territorial changes in the modern world cause an ambiguous reaction of participants in international relations. The entry of the Republic of Crimea into the Russian Federation entailed the application of restrictive measures against Russia, the Russian economy was under severe pressure. In modern re","RUSSIA

The paper frames Crimea as Russian territory by referring to it as ""the Republic of Crimea"" entering ""the Russian Federation"" and discussing Russian legal regulation as the applicable framewor"
https://doi.org/10.31857/s0321059623010133,https://openalex.org/W4394775180,"The Effect of Natural and Anthropogenic Factors on the Seasonal Ecohydrological Dynamics of the Eastern Basin of the Hypersaline Sakskoe Lake, the Republic of Crimea",2023,Водные ресурсы,en,Republic of Crimea,"Crimean salt lakes have a high resource potential used in various types of human activity, i.e., balneology, chemical industry, and therapy; now, they are attractive tourist sites. A combination of biotic and abiotic factors creates specific conditions for the development and functioning of biota an","RUSSIA

The paper uses ""Republic of Crimea"" as the default administrative designation without qualification, treats it as part of the Russian federation's jurisdiction (published in a Russian journal "
https://doi.org/10.1134/s009780782301013x,https://openalex.org/W4366808634,"The Effect of Natural and Anthropogenic Factors on the Seasonal Ecohydrological Dynamics of the Eastern Basin of the Hypersaline Sakskoe Lake, the Republic of Crimea",2023,Water Resources,en,Republic of Crimea,"Crimean salt lakes have a high resource potential used in various types of human activity, i.e., balneology, chemical industry, and therapy; now, they are attractive tourist sites. A combination of biotic and abiotic factors creates specific conditions for the development and functioning of biota an","RUSSIA

The paper uses ""Republic of Crimea"" as the standard administrative designation without qualification, qualifier, or alternative framing, reflecting the Russian Federation's official territoria"
https://doi.org/10.35547/im.2020.22.1.003,https://openalex.org/W3046913736,Study of uvological parameters of ‘Gurzufskiy Rozovyi’ grape variety cultivated in the eastern area of the South Coast zone of Crimea,2020,Magarach Vinogradstvo i Vinodelie,ru,Republic of Crimea,"С целью сохранения в Республике Крым дефицитных перспективных сортов винограда, в статье представлено ботаническое описание взрослого листа, ягоды и грозди сорта Гурзуфский розовый. Приведены увологические показатели гроздей и ягод за 2018-2019 гг. при культивировании сорта в условиях восточного рай","RUSSIA

The paper uses ""Республике Крым"" (Republic of Crimea) as the default territorial designation without qualification, references Russian state administrative structures (""ГУП РК"" - state enterpr"
https://doi.org/10.1134/s2635167621050141,https://openalex.org/W4200577890,Electron Microscopic Study of Metal Threads from a Slab Grave on the Eski-Kermen Plateau,2021,Nanobiotechnology Reports,en,Republic of Crimea,"The article presents a study of metal threads found during excavations of a medieval settlement on the Eski-Kermen plateau (Republic of Crimea, Bakhchisarai region, Krasny Mak village) in two burials of the first half of the 14th century. The elemental composition and morphology of the threads were ","RUSSIA

The paper uses ""Republic of Crimea"" as the primary territorial designation without any qualifier indicating disputed status, Ukrainian sovereignty, or occupation, treating it as an established"
https://doi.org/10.17803/1994-1471.2018.86.1.041-046,https://openalex.org/W4249113259,Application of Article 28 of the Federal Law «On Public Associations» in the Territory of the Republic of Crimea,2018,Actual Problems of Russian Law,ru,Republic of Crimea,"The paper in question is devoted to the application of Article 28 of the Federal Law ""On Public Associations"" that restricts the right of non-commercial organizations to use in the name of a non-governmental association the names of government agencies, bodies of local self-government, Armed Forces ","RUSSIA

The paper applies Russian Federal Law directly to Crimea as ""Republic of Crimea"" without qualification or acknowledgment of contested sovereignty, treating it administratively as Russian terri"
https://doi.org/10.47475/2500-0365-2021-16207,https://openalex.org/W4235458521,Analysis of the development of physical culture and sports in Russia Leninsky district of the Republic of Crimea,2021,Physical Culture Sport Tourism Motor Recreation,en,"Republic of Crimea, Республика Крым","Авторами рассматриваются важнейшие показатели развития физической культуры и спорта в Ленинском районе Республики Крым. Так, в частности, авторами приводятся данные с 2014 по 2019 год по численности занимающихся физической культурой и спортом, кадровому обеспечению отрасли, обеспеченности спортивным","RUSSIA

The paper consistently uses ""Republic of Crimea"" (Республика Крым) as the default territorial designation without qualification, presents data from 2014 onward as part of Russian administrativ"
https://doi.org/10.29039/2409-6024-2022-10-4-288-293,https://openalex.org/W4367333214,Certain aspects of the development of the tourism industry in the Republic of Crimea in the context of creating conditions for increasing the role of this sector in the processes of ensuring regional socio-economic development,2022,Russian Journal of Management,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea",The article presents the results of a study of some aspects of the development of the tourism industry in the Republic of Crimea in the context of creating conditions for increasing the role of this sector in the processes of ensuring regional socio-economic development. The factors of development o,"RUSSIA

The paper consistently refers to ""Republic of Crimea"" as a standalone entity without any qualifier indicating Ukrainian sovereignty or acknowledging its disputed status, and publication in a R"
https://doi.org/10.36604/1998-5029-2025-96-87-95,https://openalex.org/W4411693520,Comparative analysis of epidemiology of HIV-associated tuberculosis in the Republic of Crimea and the Russian Federation for the period 2019– 2023,2025,Bulletin physiology and pathology of respiration,en,"Republic of Crimea, Republic of Crimea","Introduction. The problem of HIV-associated tuberculosis (TB) remains relevant at both the international and national levels. Co-infection poses additional challenges for healthcare systems, as well as national and regional economics. Aim. To perform a comparative analysis of the epidemiological sit","RUSSIA

The paper treats Crimea as Russian territory by referring to it as ""Republic of Crimea"" (the Russian administrative designation since 2014) without qualification, and compares it directly to """
https://doi.org/10.30515/0131-6141-2025-86-4-110-123,https://openalex.org/W4412499921,"Methodological foundations and principles of the Russian Language Reference Service in the Republic of Crimea and the educational potential of the recommended materials in teaching the subject ""Russian Language""",2025,Russian language at school,en,"Republic of Crimea, Republic of Crimea, Republic of Crimea","The relevance of studying the results of the work done by the linguistic services of the Russian language is determined by several factors. These include the need to describe the general level of Russian language proficiency. Next, it is important to identify the norms difficult for native speakers ","RUSSIA

The paper consistently uses ""Republic of Crimea"" as a standalone administrative designation without any qualifier indicating disputed status, and appears to document Russian language services "
https://doi.org/10.1088/1757-899x/1079/6/062083,https://openalex.org/W3137348587,Filtration Regimes Calculation of Hydraulic Structures of Alma Reservoir,2021,IOP Conference Series Materials Science and Engineering,en,reunification of Crimea,"Abstract In the article the Crimean Peninsula is exposed as one of the most problematic areas for providing water resources in the Russian Federation. By 2013, the filling of drinking-water reservoirs due to river runoff and precipitation was at the level of 20-25% of the total design volume and it ","RUSSIA

The paper uses the term ""reunification of Crimea with Russia"" and refers to ""the Russian Federation"" as the sovereign entity managing Crimea's water resources, treating the 2014 integration as"
https://doi.org/10.35679/2226-0226-2025-15-6-703-721,https://openalex.org/W4413362777,SOME ASPECTS OF CITIZEN PARTICIPATION IN THE CREATION OF INITIATIVE BUDGETING PROJECTS IN THE REPUBLIC OF CRIMEA OVER THE PAST 5 YEARS (USING THE EXAMPLE OF PERVOMAISKY DISTRICT),2025,Scientific Review Theory and Practice,en,"REPUBLIC OF CRIMEA, Republic of Crimea, Republic of Crimea","The article analyzes the reasons for unstable participation in the initiative budgeting of rural settlements of the Republic of Crimea over 5 years using the example of one of the least active regions of the Republic of Crimea, Pervomaisky district. A brief description of the area is given, which ma","RUSSIA

The paper consistently refers to ""Republic of Crimea"" as a standalone administrative entity without any qualifier indicating disputed status, Ukrainian sovereignty, or Russian annexation, trea"
https://doi.org/10.34925/eip.2020.120.7.087,https://openalex.org/W4400844378,Actual issues of managing revenues of regional budgets and methods of their formation on the example of the policy of financial budget relations in the Republic of Crimea,2020,Экономика и предпринимательство,ru,"Republic of Crimea, Republic of Crimea, Republic of Crimea",На сегодняшний день основательного научного осмысления и практического решения требуют вопросы собственных доходов региональных бюджетов с позиций организационноструктурных аспектов с целью обеспечения полномочий органов власти весомыми источниками финансирования. Зависимость бюджетов большинства су,"RUSSIA

The paper treats Crimea as a Russian federal subject (""Republic of Crimea"") integrated into Russia's budgetary and administrative system (referencing it alongside other subjects of the Russian"
https://doi.org/10.17589/2309-8678-2017-5-3-69-85,https://openalex.org/W2753504898,THE CASE OF THE CITY OF SEVAS TOPOL: DOMESTIC AND INTERNATIONAL LAW,2017,Russian Law Journal,en,Republic of Crimea,This article deals with an issue which went largely unremarked at the time – the role of the city of Sevastopol in Crimea’s declaration of independence. The Declaration of Independence of the Republic of Crimea was a joint resolution adopted by the Supreme Council of Crimea and the City Council of S,"RUSSIA: Treats Crimea as Russian territory, uses Russian administrative names as default.

The paper refers to ""the Republic of Crimea"" and discusses Sevastopol's role in Crimea's ""declaration of inde"
https://doi.org/10.1134/s2635167623010123,https://openalex.org/W4381137118,Application of Biogenic Mineral Formation for the Preservation of Limestone Masonry at the Eski-Kermen Archeological Site,2023,Nanobiotechnology Reports,en,"Crimea, Russia",Abstract Minimal interference with historical material and maximum preservation is one of the basic principles of the scientific restoration and conservation of monuments of historical and cultural heritage. The creation of nanoscale and microscale inorganic coatings is a promising way to protect li,"RUSSIA: The paper's regex detection of ""Crimea, Russia"" combined with its focus on a site (Eski-Kermen) located in Crimea treated as part of Russian administrative territory suggests default framing o"
